Profit,Genre,Budget,externalContributor,enabled,Worldwide Gross,artist,id,match,likedCount,thumbnailUrl,playcount,points,external,Film,likeCount,name,visible,department,displayName,Rotten Tomatoes,followingCount,followerCount,Story,level
128,Strategy,456,false,true,128,jennifer.kelley,3183,456,128,https://brewspace.jiveland.com/api/core/v3/people/3183/avatar,456,16238,false,jennifer.kelley,328,jennifer.kelley,true,Strategy,Jennifer Kelley,328,67,110,Strategy,Level 5
9,Inside Sales - US,15,false,true,9,wembi.dimandja,5663,15,9,https://brewspace.jiveland.com/api/core/v3/people/5663/avatar,15,2620,false,wembi.dimandja,6,wembi.dimandja,true,Inside Sales - US,Wembi Dimandja,6,49,33,Inside Sales - US,Level 3
6,Engineering,15,false,true,6,emilio.moretti,2745,15,6,https://brewspace.jiveland.com/api/core/v3/people/2745/avatar,15,3273,false,emilio.moretti,9,emilio.moretti,true,Engineering,Emilio Moretti,9,23,45,Engineering,Level 3
5,Hosting,8,false,true,5,justin.fitzhugh,3920,8,5,https://brewspace.jiveland.com/api/core/v3/people/3920/avatar,8,7526,false,justin.fitzhugh,3,justin.fitzhugh,true,Hosting,Justin Fitzhugh,3,40,169,Hosting,Level 4
7,Sales,23,false,true,7,justin.hein,3485,23,7,https://brewspace.jiveland.com/api/core/v3/people/3485/avatar,23,7220,false,justin.hein,16,justin.hein,true,Sales,Justin Hein,16,174,112,Sales,Level 4
13,Engineering Services,26,false,true,13,jon.edvald,5728,26,13,https://brewspace.jiveland.com/api/core/v3/people/5728/avatar,26,3418,false,jon.edvald,13,jon.edvald,true,Engineering Services,Jon Edvald,13,38,39,Engineering Services,Level 3
28,Professional Services,39,false,true,28,kristin.peri,5561,39,28,https://brewspace.jiveland.com/api/core/v3/people/5561/avatar,39,7466,false,kristin.peri,11,kristin.peri,true,Professional Services,Kristin Peri,11,56,56,Professional Services,Level 4
498,Engineering,528,false,true,498,pablo.zanetti,2154,528,498,https://brewspace.jiveland.com/api/core/v3/people/2154/avatar,528,1133,false,pablo.zanetti,30,pablo.zanetti,true,Engineering,Pablo Zanetti,30,54,46,Engineering,Level 2
3,Legal,3,false,true,3,jennifer.schoof,3737,3,3,https://brewspace.jiveland.com/api/core/v3/people/3737/avatar,3,3523,false,jennifer.schoof,0,jennifer.schoof,true,Legal,Jennifer Schoof,0,47,75,Legal,Level 3
112,Sales Engineers,270,false,true,112,claire.flanagan,5278,270,112,https://brewspace.jiveland.com/api/core/v3/people/5278/avatar,270,18027,false,claire.flanagan,158,claire.flanagan,true,Sales Engineers,Claire Flanagan,158,144,169,Sales Engineers,Level 5
0,Field Sales,1,false,true,0,david.macmillan,3535,1,0,https://brewspace.jiveland.com/api/core/v3/people/3535/avatar,1,5294,false,david.macmillan,1,david.macmillan,true,Field Sales,David Macmillan,1,93,167,Field Sales,Level 4
105,Sales Engineers,229,false,true,105,Benjamin.Walker,3585,229,105,https://brewspace.jiveland.com/api/core/v3/people/3585/avatar,229,21484,false,Benjamin.Walker,124,Benjamin.Walker,true,Sales Engineers,Benjamin Walker,124,189,175,Sales Engineers,Level 5
85,Marketing,149,false,true,85,rachel.freeman,5828,149,85,https://brewspace.jiveland.com/api/core/v3/people/5828/avatar,149,6734,false,rachel.freeman,64,rachel.freeman,true,Marketing,Rachel Freeman,64,47,33,Marketing,Level 4
94,Engineering,295,false,true,94,pete.heirendt,3081,295,94,https://brewspace.jiveland.com/api/core/v3/people/3081/avatar,295,24328,false,pete.heirendt,201,pete.heirendt,true,Engineering,Pete Heirendt,201,134,148,Engineering,Level 5
6,Professional Services,25,false,true,6,kevin.conaway,2945,25,6,https://brewspace.jiveland.com/api/core/v3/people/2945/avatar,25,12656,false,kevin.conaway,19,kevin.conaway,true,Professional Services,Kevin Conaway,19,37,82,Professional Services,Level 5
1,Marketing,1,false,false,1,rachel.rhodes,2708,1,1,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,1,6631,false,rachel.rhodes,0,rachel.rhodes,true,Marketing,Rachel Rhodes,0,156,186,Marketing,Level 4
1,Engineering,1,false,false,1,chris.kearney,3348,1,1,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,1,4340,false,chris.kearney,0,chris.kearney,true,Engineering,Chris Kearney,0,123,99,Engineering,Level 3
2,Engineering,2,false,true,2,liping.zhao,5626,2,2,https://brewspace.jiveland.com/api/core/v3/people/5626/avatar,2,1575,false,liping.zhao,0,liping.zhao,true,Engineering,Liping Zhao,0,13,14,Engineering,Level 2
177,Marketing,276,false,true,177,Brady.Jensen,3635,276,177,https://brewspace.jiveland.com/api/core/v3/people/3635/avatar,276,25110,false,Brady.Jensen,99,Brady.Jensen,true,Marketing,Brady Jensen,99,78,192,Marketing,Level 6
40,Professional Services,84,false,true,40,jonathan.lehman,6351,84,40,https://brewspace.jiveland.com/api/core/v3/people/6351/avatar,84,2778,false,jonathan.lehman,44,jonathan.lehman,true,Professional Services,Jonathan Lehman,44,53,33,Professional Services,Level 3
87,Product Management,221,false,true,87,davin.kluttz,5963,221,87,https://brewspace.jiveland.com/api/core/v3/people/5963/avatar,221,6229,false,davin.kluttz,134,davin.kluttz,true,Product Management,Davin Kluttz,134,53,37,Product Management,Level 4
297,Engineering,347,false,true,297,brian.roddy,3181,347,297,https://brewspace.jiveland.com/api/core/v3/people/3181/avatar,347,29924,false,brian.roddy,50,brian.roddy,true,Engineering,Brian Roddy,50,71,579,Engineering,Level 6
14,Engineering,32,false,true,14,adam.sinnett,5424,32,14,https://brewspace.jiveland.com/api/core/v3/people/5424/avatar,32,5474,false,adam.sinnett,18,adam.sinnett,true,Engineering,Adam Sinnett,18,40,35,Engineering,Level 4
39,Corporate,130,false,true,39,jessica.thornton,5661,130,39,https://brewspace.jiveland.com/api/core/v3/people/5661/avatar,130,6125,false,jessica.thornton,91,jessica.thornton,true,Corporate,Jessica Thornton,91,35,42,Corporate,Level 4
49,Support,264,false,true,49,john.decker,5378,264,49,https://brewspace.jiveland.com/api/core/v3/people/5378/avatar,264,6318,false,john.decker,215,john.decker,true,Support,John Decker,215,73,54,Support,Level 4
379,Engineering Management,666,false,true,379,matt,2002,666,379,https://brewspace.jiveland.com/api/core/v3/people/2002/avatar,666,34820,false,matt,287,matt,true,Engineering Management,Matt Tucker,287,222,603,Engineering Management,Level 6
6,Corporate,8,false,true,6,dawn.riha,4074,8,6,https://brewspace.jiveland.com/api/core/v3/people/4074/avatar,8,2772,false,dawn.riha,2,dawn.riha,true,Corporate,Dawn Riha,2,75,65,Corporate,Level 3
1,Engineering,1,false,false,1,heath.albritton,4124,1,1,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,1,227,false,heath.albritton,0,heath.albritton,true,Engineering,Heath Albritton,0,11,14,Engineering,Level 1
26,Field Sales - US West,35,false,true,26,eric.mcconville,4628,35,26,https://brewspace.jiveland.com/api/core/v3/people/4628/avatar,35,4880,false,eric.mcconville,9,eric.mcconville,true,Field Sales - US West,Eric McConville,9,61,49,Field Sales - US West,Level 3
59,Finance,164,false,true,59,monique.herman,2858,164,59,https://brewspace.jiveland.com/api/core/v3/people/2858/avatar,164,13329,false,monique.herman,105,monique.herman,true,Finance,Monique Herman,105,57,83,Finance,Level 5
22,Support,27,false,true,22,john.bailey,6092,27,22,https://brewspace.jiveland.com/api/core/v3/people/6092/avatar,27,1821,false,john.bailey,5,john.bailey,true,Support,John Bailey,5,27,13,Support,Level 2
8,Engineering,13,false,true,8,tomas.jonasson,5726,13,8,https://brewspace.jiveland.com/api/core/v3/people/5726/avatar,13,1728,false,tomas.jonasson,5,tomas.jonasson,true,Engineering,Tomas Jonasson,5,24,24,Engineering,Level 2
13,Engineering,86,false,true,13,jack.wright,5524,86,13,https://brewspace.jiveland.com/api/core/v3/people/5524/avatar,86,4792,false,jack.wright,73,jack.wright,true,Engineering,Jack Wright,73,98,62,Engineering,Level 3
36,Engineering,59,false,true,36,hernan.vinuesa,2893,59,36,https://brewspace.jiveland.com/api/core/v3/people/2893/avatar,59,4254,false,hernan.vinuesa,23,hernan.vinuesa,true,Engineering,Hernan Vinuesa,23,159,77,Engineering,Level 3
99,Facilities,131,false,true,99,debbie.howard,4678,131,99,https://brewspace.jiveland.com/api/core/v3/people/4678/avatar,131,9140,false,debbie.howard,32,debbie.howard,true,Facilities,Debbie Howard,32,145,116,Facilities,Level 4
16,Engineering,35,false,true,16,federico.lanusse,2691,35,16,https://brewspace.jiveland.com/api/core/v3/people/2691/avatar,35,4522,false,federico.lanusse,19,federico.lanusse,true,Engineering,Federico Lanusse,19,38,37,Engineering,Level 3
9,Inside Sales,9,false,true,9,mason.hibbard,5578,9,9,https://brewspace.jiveland.com/api/core/v3/people/5578/avatar,9,2851,false,mason.hibbard,0,mason.hibbard,true,Inside Sales,Mason Hibbard,0,96,50,Inside Sales,Level 3
12,IT,20,false,true,12,Jussi.Heikkola,3583,20,12,https://brewspace.jiveland.com/api/core/v3/people/3583/avatar,20,5122,false,Jussi.Heikkola,8,Jussi.Heikkola,true,IT,Jussi Heikkola,8,72,58,IT,Level 4
13,Engineering,21,false,true,13,kasi.raju,6192,21,13,https://brewspace.jiveland.com/api/core/v3/people/6192/avatar,21,1985,false,kasi.raju,8,kasi.raju,true,Engineering,Kasi Raju,8,37,22,Engineering,Level 2
22,Inside Sales - US,24,false,true,22,greg.laderman,2943,24,22,https://brewspace.jiveland.com/api/core/v3/people/2943/avatar,24,11521,false,greg.laderman,2,greg.laderman,true,Inside Sales - US,Greg Laderman,2,132,150,Inside Sales - US,Level 4
1,Hosting,1,false,true,1,chris.yeo,6314,1,1,https://brewspace.jiveland.com/api/core/v3/people/6314/avatar,1,278,false,chris.yeo,0,chris.yeo,true,Hosting,Chris Yeo,0,11,11,Hosting,Level 1
2,Product Management,2,false,false,2,bill,2000,2,2,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,2,14309,false,bill,0,bill,true,Product Management,Bill Lynch,0,27,474,Product Management,Level 5
95,Professional Services,181,false,true,95,Wendy.Williams,3633,181,95,https://brewspace.jiveland.com/api/core/v3/people/3633/avatar,181,13917,false,Wendy.Williams,86,Wendy.Williams,true,Professional Services,Wendy Williams,86,117,99,Professional Services,Level 5
0,Enterprise Solutions,3,false,true,0,natalie.elzara,4728,3,0,https://brewspace.jiveland.com/api/core/v3/people/4728/avatar,3,2023,false,natalie.elzara,3,natalie.elzara,true,Enterprise Solutions,Natalie Elzara,3,1,18,Enterprise Solutions,Level 3
36,Product Marketing,89,false,true,36,matt.beck,5961,89,36,https://brewspace.jiveland.com/api/core/v3/people/5961/avatar,89,6026,false,matt.beck,53,matt.beck,true,Product Marketing,Matt Beck,53,38,24,Product Marketing,Level 4
26,Finance,34,false,true,26,brandi.mullaney,3144,34,26,https://brewspace.jiveland.com/api/core/v3/people/3144/avatar,34,4377,false,brandi.mullaney,8,brandi.mullaney,true,Finance,Brandi Mullaney,8,30,56,Finance,Level 3
2,Engineering,3,false,true,2,patricio.poratto,5926,3,2,https://brewspace.jiveland.com/api/core/v3/people/5926/avatar,3,1349,false,patricio.poratto,1,patricio.poratto,true,Engineering,Patricio Poratto,1,10,8,Engineering,Level 2
4,Sales Management,8,false,true,4,rob.brewster,5422,8,4,https://brewspace.jiveland.com/api/core/v3/people/5422/avatar,8,3881,false,rob.brewster,4,rob.brewster,true,Sales Management,Rob Brewster,4,95,103,Sales Management,Level 3
135,Professional Services,187,false,true,135,austen.rustrum,2504,187,135,https://brewspace.jiveland.com/api/core/v3/people/2504/avatar,187,40667,false,austen.rustrum,52,austen.rustrum,true,Professional Services,Austen Rustrum,52,171,164,Professional Services,Level 6
293,Product Management,698,false,true,293,john,2050,698,293,https://brewspace.jiveland.com/api/core/v3/people/2050/avatar,698,37223,false,john,405,john,true,Product Management,John Lascurettes,405,66,130,Product Management,Level 6
7,Engineering,7,false,true,7,albert.baranchuk,5724,7,7,https://brewspace.jiveland.com/api/core/v3/people/5724/avatar,7,3393,false,albert.baranchuk,0,albert.baranchuk,true,Engineering,Albert Baranchuk,0,6,15,Engineering,Level 3
1,IT,1,false,false,1,mike.roberts,2841,1,1,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,1,67,false,mike.roberts,0,mike.roberts,true,IT,Mike Roberts,0,9,8,IT,Level 1
1,IT,1,false,true,1,sameer.hussain,5476,1,1,https://brewspace.jiveland.com/api/core/v3/people/5476/avatar,1,1476,false,sameer.hussain,0,sameer.hussain,true,IT,Sameer Hussain,0,0,21,IT,Level 2
191,Hosting,231,false,true,191,justin.stanley,6090,231,191,https://brewspace.jiveland.com/api/core/v3/people/6090/avatar,231,6161,false,justin.stanley,40,justin.stanley,true,Hosting,Justin Stanley,40,40,18,Hosting,Level 4
60,Engineering,83,false,true,60,stephen.mclaughry,4676,83,60,https://brewspace.jiveland.com/api/core/v3/people/4676/avatar,83,3776,false,stephen.mclaughry,23,stephen.mclaughry,true,Engineering,Stephen McLaughry,23,55,31,Engineering,Level 3
35,Field Sales - US West,35,false,true,35,neil.graham,4222,35,35,https://brewspace.jiveland.com/api/core/v3/people/4222/avatar,35,10981,false,neil.graham,0,neil.graham,true,Field Sales - US West,Neil Graham,0,102,79,Field Sales - US West,Level 4
24,Field Sales,115,false,true,24,bill.howell,5072,115,24,https://brewspace.jiveland.com/api/core/v3/people/5072/avatar,115,11847,false,bill.howell,91,bill.howell,true,Field Sales,Bill Howell,91,191,117,Field Sales,Level 4
17,Marketing,30,false,true,17,leah.grosky,6190,30,17,https://brewspace.jiveland.com/api/core/v3/people/6190/avatar,30,2122,false,leah.grosky,13,leah.grosky,true,Marketing,Leah Grosky,13,37,22,Marketing,Level 3
328,HR,376,false,true,328,jennifer.mayo,2906,376,328,https://brewspace.jiveland.com/api/core/v3/people/2906/avatar,376,29528,false,jennifer.mayo,48,jennifer.mayo,true,HR,Jennifer Mayo,48,53,168,HR,Level 6
165,Corporate,227,false,true,165,tony.zingale,2941,227,165,https://brewspace.jiveland.com/api/core/v3/people/2941/avatar,227,17955,false,tony.zingale,62,tony.zingale,true,Corporate,Tony Zingale,62,305,824,Corporate,Level 5
13,Finance,70,false,true,13,mike.braziel,4524,70,13,https://brewspace.jiveland.com/api/core/v3/people/4524/avatar,70,10094,false,mike.braziel,57,mike.braziel,true,Finance,Mike Braziel,57,71,56,Finance,Level 4
138,,277,false,true,138,jeph.yang,5172,277,138,https://brewspace.jiveland.com/api/core/v3/people/5172/avatar,277,11149,false,jeph.yang,139,jeph.yang,true,Jeph Yang,139,99,66,,Level 4
19,Sales,39,false,true,19,linda.neff,5924,39,19,https://brewspace.jiveland.com/api/core/v3/people/5924/avatar,39,5589,false,linda.neff,20,linda.neff,true,Sales,Linda Neff,20,24,48,Sales,Level 4
16,Finance,38,false,true,16,jack.roeder,4726,38,16,https://brewspace.jiveland.com/api/core/v3/people/4726/avatar,38,3620,false,jack.roeder,22,jack.roeder,true,Finance,Jack Roeder,22,44,40,Finance,Level 3
3,Legal,3,false,true,3,lindsay.dickston,4639,3,3,https://brewspace.jiveland.com/api/core/v3/people/4639/avatar,3,3102,false,lindsay.dickston,0,lindsay.dickston,true,Legal,Lindsay Dickston,0,59,67,Legal,Level 3
69,Sales Engineers,188,false,true,69,ryan.raynis,3196,188,69,https://brewspace.jiveland.com/api/core/v3/people/3196/avatar,188,13450,false,ryan.raynis,119,ryan.raynis,true,Sales Engineers,Ryan Raynis,119,146,107,Sales Engineers,Level 5
27,Support,157,false,true,27,elaine.mui,4624,157,27,https://brewspace.jiveland.com/api/core/v3/people/4624/avatar,157,4902,false,elaine.mui,130,elaine.mui,true,Support,Elaine Mui,130,101,62,Support,Level 3
3,Hosting,3,false,true,3,mark.johnson,5237,3,3,https://brewspace.jiveland.com/api/core/v3/people/5237/avatar,3,2500,false,mark.johnson,0,mark.johnson,true,Hosting,Mark Johnson,0,34,31,Hosting,Level 3
44,Marketing,97,false,true,44,peter.forsyth,5574,97,44,https://brewspace.jiveland.com/api/core/v3/people/5574/avatar,97,2588,false,peter.forsyth,53,peter.forsyth,true,Marketing,Peter Forsyth,53,46,37,Marketing,Level 3
30,Engineering,67,false,true,30,aron.racho,2167,67,30,https://brewspace.jiveland.com/api/core/v3/people/2167/avatar,67,12395,false,aron.racho,37,aron.racho,true,Engineering,Aron Racho,37,88,93,Engineering,Level 5
227,Engineering,353,false,true,227,nitzan.harel,4572,353,227,https://brewspace.jiveland.com/api/core/v3/people/4572/avatar,353,26037,false,nitzan.harel,126,nitzan.harel,true,Engineering,Nitzan Harel,126,126,77,Engineering,Level 6
127,Support,305,false,true,127,matthew.boyd,5372,305,127,https://brewspace.jiveland.com/api/core/v3/people/5372/avatar,305,7409,false,matthew.boyd,178,matthew.boyd,true,Support,Matthew Boyd,178,66,55,Support,Level 4
70,Product Management,104,false,true,70,victoria.blake,5922,104,70,https://brewspace.jiveland.com/api/core/v3/people/5922/avatar,104,12615,false,victoria.blake,34,victoria.blake,true,Product Management,Victoria Blake,34,43,54,Product Management,Level 5
15,Engineering,32,false,true,15,julien.rousseau,5337,32,15,https://brewspace.jiveland.com/api/core/v3/people/5337/avatar,32,2645,false,julien.rousseau,17,julien.rousseau,true,Engineering,Julien Rousseau,17,44,35,Engineering,Level 3
62,Engineering,62,false,true,62,jenkins.ci,4622,62,62,https://brewspace.jiveland.com/api/core/v3/people/4622/avatar,62,27300,false,jenkins.ci,0,jenkins.ci,true,Engineering,Jenkins CI,0,0,14,Engineering,Level 6
8,HR,8,false,true,8,christian.reed,4637,8,8,https://brewspace.jiveland.com/api/core/v3/people/4637/avatar,8,4558,false,christian.reed,0,christian.reed,true,HR,Christian Reed,0,19,50,HR,Level 3
33,Hosting,96,false,true,33,frank.escamilla,5472,96,33,https://brewspace.jiveland.com/api/core/v3/people/5472/avatar,96,5454,false,frank.escamilla,63,frank.escamilla,true,Hosting,Frank Escamilla,63,71,51,Hosting,Level 4
109,Engineering,216,false,true,109,volkan.ozcelik,5189,216,109,https://brewspace.jiveland.com/api/core/v3/people/5189/avatar,216,13530,false,volkan.ozcelik,107,volkan.ozcelik,true,Engineering,Volkan Ozcelik,107,248,149,Engineering,Level 5
160,Services Management,209,false,true,160,jeff.coleman,3194,209,160,https://brewspace.jiveland.com/api/core/v3/people/3194/avatar,209,23790,false,jeff.coleman,49,jeff.coleman,true,Services Management,Jeff Coleman,49,75,181,Services Management,Level 5
42,Alliances,108,false,true,42,tina.jones,5674,108,42,https://brewspace.jiveland.com/api/core/v3/people/5674/avatar,108,5782,false,tina.jones,66,tina.jones,true,Alliances,Tina Jones,66,56,49,Alliances,Level 4
49,Product Management,114,false,true,49,ryan,2015,114,49,https://brewspace.jiveland.com/api/core/v3/people/2015/avatar,114,13483,false,ryan,65,ryan,true,Product Management,Ryan Vanderzanden,65,70,116,Product Management,Level 5
18,Marketing,27,false,true,18,bruce.ward,5720,27,18,https://brewspace.jiveland.com/api/core/v3/people/5720/avatar,27,5426,false,bruce.ward,9,bruce.ward,true,Marketing,Bruce Ward,9,22,34,Marketing,Level 4
139,Hosting,231,false,true,139,izabela.sowula,4420,231,139,https://brewspace.jiveland.com/api/core/v3/people/4420/avatar,231,14599,false,izabela.sowula,92,izabela.sowula,true,Hosting,Izabela Sowula,92,107,89,Hosting,Level 5
16,Engineering,18,false,true,16,jonathan.colt,2902,18,16,https://brewspace.jiveland.com/api/core/v3/people/2902/avatar,18,3828,false,jonathan.colt,2,jonathan.colt,true,Engineering,Jonathan Colt,2,41,74,Engineering,Level 3
52,Support,232,false,true,52,valeria.guzman,5537,232,52,https://brewspace.jiveland.com/api/core/v3/people/5537/avatar,232,4427,false,valeria.guzman,180,valeria.guzman,true,Support,Valeria Guzman,180,51,43,Support,Level 3
61,Professional Services,125,false,true,61,sherry.rosenkrantz,5235,125,61,https://brewspace.jiveland.com/api/core/v3/people/5235/avatar,125,11439,false,sherry.rosenkrantz,64,sherry.rosenkrantz,true,Professional Services,Sherry Rosenkrantz,64,75,59,Professional Services,Level 4
51,Sales Engineer,126,false,true,51,rich.blank,5572,126,51,https://brewspace.jiveland.com/api/core/v3/people/5572/avatar,126,9007,false,rich.blank,75,rich.blank,true,Sales Engineer,Rich Blank,75,99,55,Sales Engineer,Level 4
31,Support,48,false,true,31,lee.kingsley,5270,48,31,https://brewspace.jiveland.com/api/core/v3/people/5270/avatar,48,3757,false,lee.kingsley,17,lee.kingsley,true,Support,Lee Kingsley,17,33,42,Support,Level 3
75,Professional Services,89,false,true,75,brad.chesman,3209,89,75,https://brewspace.jiveland.com/api/core/v3/people/3209/avatar,89,9451,false,brad.chesman,14,brad.chesman,true,Professional Services,Brad Chesman,14,55,54,Professional Services,Level 4
2,Finance,2,false,true,2,michelle.soule,6227,2,2,https://brewspace.jiveland.com/api/core/v3/people/6227/avatar,2,242,false,michelle.soule,0,michelle.soule,true,Finance,Michelle Soule,0,5,10,Finance,Level 1
32,Field Sales,32,false,true,32,steve.gwizdala,4520,32,32,https://brewspace.jiveland.com/api/core/v3/people/4520/avatar,32,7262,false,steve.gwizdala,0,steve.gwizdala,true,Field Sales,Steve Gwizdala,0,69,67,Field Sales,Level 4
5,Engineering,10,false,true,5,wes.risenmay,5920,10,5,https://brewspace.jiveland.com/api/core/v3/people/5920/avatar,10,1742,false,wes.risenmay,5,wes.risenmay,true,Engineering,Wes Risenmay,5,0,12,Engineering,Level 2
77,Engineering Services,93,false,true,77,aric.lasry,5335,93,77,https://brewspace.jiveland.com/api/core/v3/people/5335/avatar,93,5175,false,aric.lasry,16,aric.lasry,true,Engineering Services,Aric Lasry,16,44,41,Engineering Services,Level 4
1,,1,true,true,1,nierengarten,5939,1,1,https://brewspace.jiveland.com/api/core/v3/people/5939/avatar,1,197,false,nierengarten,0,nierengarten,true,Mike Nierengarten,0,0,0,,Level 1
12,Inside Sales - US,48,false,true,12,scott.donahue,4635,48,12,https://brewspace.jiveland.com/api/core/v3/people/4635/avatar,48,5399,false,scott.donahue,36,scott.donahue,true,Inside Sales - US,Scott Donahue,36,163,84,Inside Sales - US,Level 4
44,Marketing,81,false,true,44,nick.irving,5389,81,44,https://brewspace.jiveland.com/api/core/v3/people/5389/avatar,81,4618,false,nick.irving,37,nick.irving,true,Marketing,Nick Irving,37,63,48,Marketing,Level 3
118,Professional Services,147,false,true,118,steve.vorhees,2063,147,118,https://brewspace.jiveland.com/api/core/v3/people/2063/avatar,147,15438,false,steve.vorhees,29,steve.vorhees,true,Professional Services,Steve Vorhees,29,53,117,Professional Services,Level 5
30,Marketing,31,false,true,30,jessica.jones,5637,31,30,https://brewspace.jiveland.com/api/core/v3/people/5637/avatar,31,2188,false,jessica.jones,1,jessica.jones,true,Marketing,Jessica Jones,1,45,36,Marketing,Level 3
3,Professional Services,11,false,true,3,mike.masters,5672,11,3,https://brewspace.jiveland.com/api/core/v3/people/5672/avatar,11,2761,false,mike.masters,8,mike.masters,true,Professional Services,Mike Masters,8,95,61,Professional Services,Level 3
33,Marketing,41,false,true,33,gabe.shaughnessy,4589,41,33,https://brewspace.jiveland.com/api/core/v3/people/4589/avatar,41,9179,false,gabe.shaughnessy,8,gabe.shaughnessy,true,Marketing,Gabe Shaughnessy,8,19,30,Marketing,Level 4
5,Professional Services,6,false,true,5,duncan.krebs,6462,6,5,https://brewspace.jiveland.com/api/core/v3/people/6462/avatar,6,276,false,duncan.krebs,1,duncan.krebs,true,Professional Services,Duncan Krebs,1,7,9,Professional Services,Level 1
58,Field Sales,78,false,true,58,simon.lappin,2869,78,58,https://brewspace.jiveland.com/api/core/v3/people/2869/avatar,78,14890,false,simon.lappin,20,simon.lappin,true,Field Sales,Simon Lappin,20,81,108,Field Sales,Level 5
3,Engineering,16,false,true,3,meir.reuveni,4231,16,3,https://brewspace.jiveland.com/api/core/v3/people/4231/avatar,16,3324,false,meir.reuveni,13,meir.reuveni,true,Engineering,Meir Reuveni,13,53,46,Engineering,Level 3
17,Field Sales - US West,18,false,true,17,steve.malouf,3207,18,17,https://brewspace.jiveland.com/api/core/v3/people/3207/avatar,18,6405,false,steve.malouf,1,steve.malouf,true,Field Sales - US West,Steve Malouf,1,84,92,Field Sales - US West,Level 4
9,IT,15,false,true,9,patrick.frye,6179,15,9,https://brewspace.jiveland.com/api/core/v3/people/6179/avatar,15,1440,false,patrick.frye,6,patrick.frye,true,IT,Patrick Frye,6,12,10,IT,Level 2
47,Sales Engineers,128,false,true,47,heidi.staats,2900,128,47,https://brewspace.jiveland.com/api/core/v3/people/2900/avatar,128,12668,false,heidi.staats,81,heidi.staats,true,Sales Engineers,Heidi Staats,81,155,146,Sales Engineers,Level 5
61,Engineering,82,false,true,61,jesse.hallett,2819,82,61,https://brewspace.jiveland.com/api/core/v3/people/2819/avatar,82,9511,false,jesse.hallett,21,jesse.hallett,true,Engineering,Jesse Hallett,21,149,121,Engineering,Level 4
14,Marketing,75,false,true,14,elaine.chan,5570,75,14,https://brewspace.jiveland.com/api/core/v3/people/5570/avatar,75,11613,false,elaine.chan,61,elaine.chan,true,Marketing,Elaine Chan,61,143,98,Marketing,Level 4
56,Infrastructure Engineering,88,false,true,56,adam.steffes,4185,88,56,https://brewspace.jiveland.com/api/core/v3/people/4185/avatar,88,9030,false,adam.steffes,32,adam.steffes,true,Infrastructure Engineering,Adam Steffes,32,70,84,Infrastructure Engineering,Level 4
24,Field Sales - Europe,40,false,true,24,pierre.bardot,5872,40,24,https://brewspace.jiveland.com/api/core/v3/people/5872/avatar,40,3583,false,pierre.bardot,16,pierre.bardot,true,Field Sales - Europe,Pierre Bardot,16,37,30,Field Sales - Europe,Level 3
8,Engineering,12,false,true,8,derek.olsen,5589,12,8,https://brewspace.jiveland.com/api/core/v3/people/5589/avatar,12,2455,false,derek.olsen,4,derek.olsen,true,Engineering,Derek Olsen,4,9,10,Engineering,Level 3
10,Marketing,10,false,true,10,megan.crowell,3392,10,10,https://brewspace.jiveland.com/api/core/v3/people/3392/avatar,10,4575,false,megan.crowell,0,megan.crowell,true,Marketing,Megan Crowell,0,25,40,Marketing,Level 3
42,Professional Services,58,false,true,42,ryan.king,2061,58,42,https://brewspace.jiveland.com/api/core/v3/people/2061/avatar,58,20645,false,ryan.king,16,ryan.king,true,Professional Services,Ryan King,16,106,146,Professional Services,Level 5
2,Enterprise Solutions,17,false,true,2,moshe.bixenshpaner,5433,17,2,https://brewspace.jiveland.com/api/core/v3/people/5433/avatar,17,2890,false,moshe.bixenshpaner,15,moshe.bixenshpaner,true,Enterprise Solutions,Moshe Bixenshpaner,15,37,24,Enterprise Solutions,Level 3
23,Field Sales,25,false,true,23,roger.hughes,5635,25,23,https://brewspace.jiveland.com/api/core/v3/people/5635/avatar,25,4877,false,roger.hughes,2,roger.hughes,true,Field Sales,Roger Hughes,2,20,22,Field Sales,Level 3
21,Strategy,107,false,true,21,shaun.slattery,4048,107,21,https://brewspace.jiveland.com/api/core/v3/people/4048/avatar,107,7541,false,shaun.slattery,86,shaun.slattery,true,Strategy,Shaun Slattery,86,73,83,Strategy,Level 4
11,Marketing,29,false,true,11,joe.schlaud,5735,29,11,https://brewspace.jiveland.com/api/core/v3/people/5735/avatar,29,4224,false,joe.schlaud,18,joe.schlaud,true,Marketing,Joe Schlaud,18,3,7,Marketing,Level 3
13,Hosting,51,false,false,13,pulu.anau,5231,51,13,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,51,5384,false,pulu.anau,38,pulu.anau,true,Hosting,Pulu Anau,38,82,61,Hosting,Level 4
8,Inside Sales - US,8,false,true,8,justin.medina,4733,8,8,https://brewspace.jiveland.com/api/core/v3/people/4733/avatar,8,3692,false,justin.medina,0,justin.medina,true,Inside Sales - US,Justin Medina,0,82,45,Inside Sales - US,Level 3
